uniqueid,drugname,condition,review,rating,date,usefulcount,cleaned_review,sentiment_class,sentiment_rate,scaled_rating,scaled_sentiment,avg_rating,avg_sentiment,final_rate,positive_count,prescription_count,acceptance_rate,drug_name and review
53755,Saxagliptin,"Diabetes, Type 2",This is my second go around with this medicine My sugars stay in the s It makes me eat ALL the time,1,1/28/2013,24,This second go around medicine My sugar stay It make eat ALL time,neutral,0,1,5,1,5,3,0,1,0,Saxagliptin-This is my second go around with this medicine My sugars stay in the s It makes me eat ALL the time
53763,Xalkori,Non-Small Cell Lung Cance,I was diagnosed with stage  lung cancer My doctors all agreed I would need chemotherapy so I did  before my oncologist suggested xalkori Over all its better My side effects are mostly diarrhea itching and nausea But I am maintaining my weight and feeling more energetic sometimes Thank you got making it and it is really saving my life,10,11/30/2017,0,I diagnosed stage lung cancer My doctor agreed I would need chemotherapy I oncologist suggested xalkori Over better My side effect mostly diarrhea itching nausea But I maintaining weight feeling energetic sometimes Thank got making really saving life,positive,0.44,5,7,10,7,8.5,1,1,1,Xalkori-I was diagnosed with stage  lung cancer My doctors all agreed I would need chemotherapy so I did  before my oncologist suggested xalkori Over all its better My side effects are mostly diarrhea itching and nausea But I am maintaining my weight and feeling more energetic sometimes Thank you got making it and it is really saving my life
53767,Sine-Off Maximum Strength,Sinus Symptoms,Sineoff is the best on the market for runny nose sinus headache and nasal drip that causes itchy throat and cough Its THE ONLY thing that actually works for me and Ive tried them all But its almost impossible to find Why is it when something does what it says it gets replaced with something else that only does half and costs more ,10,1/28/2012,1,Sineoff best market runny nose sinus headache nasal drip cause itchy throat cough Its THE ONLY thing actually work Ive tried But almost impossible find Why something say get replaced something else half cost,positive,0.095238095,5,5,10,5,7.5,1,1,1,Sine-Off Maximum Strength-Sineoff is the best on the market for runny nose sinus headache and nasal drip that causes itchy throat and cough Its THE ONLY thing that actually works for me and Ive tried them all But its almost impossible to find Why is it when something does what it says it gets replaced with something else that only does half and costs more 
53793,Meningococcal conjugate vaccine,Meningococcal Meningitis Prophylaxis,Within  hours my eyes lips were swelling headacheagitationaches in joints which I Never havefatigue ,1,1/18/2017,1,Within hour eye lip swelling headacheagitationaches joint I Never havefatigue,neutral,0,1,5,4.5,5,4.75,1,2,0.5,Meningococcal conjugate vaccine-Within  hours my eyes lips were swelling headacheagitationaches in joints which I Never havefatigue 
53804,Zipsor,Pain,I take Zipsor for ankylosing spondylitis I find it very effective I recently had shingles was shocked the effect it had on the pain from the shingles,10,5/19/2013,18,I take Zipsor ankylosing spondylitis I find effective I recently shingle shocked effect pain shingle,negative,0.026666667,5,5,10,5,7.5,0,1,0,Zipsor-I take Zipsor for ankylosing spondylitis I find it very effective I recently had shingles was shocked the effect it had on the pain from the shingles
53839,Tri-Estarylla,Birth Control,Ive been on this medication for about two weeks Since starting Ive had very increased anxiety a dull headache every day in my temples and restless sleepresulting extreme fatigue The medication has not had any impact on my very moderate acne I have noticed some water retentionbloating as well Im going to finish the month out but the side effects Ive experienced so far are not at all worth continuing to take this I am so tired on a daily basis that I can barely function due to the inability to sleep soundly even when taking a sleep aid,5,2/17/2016,1,Ive medication two week Since starting Ive increased anxiety dull headache every day temple restless sleepresulting extreme fatigue The medication impact moderate acne I noticed water retentionbloating well Im going finish month side effect Ive experienced far worth continuing take I tired daily basis I barely function due inability sleep soundly even taking sleep aid,negative,0.069871795,3,5,5,5,5,0,1,0,Tri-Estarylla-Ive been on this medication for about two weeks Since starting Ive had very increased anxiety a dull headache every day in my temples and restless sleepresulting extreme fatigue The medication has not had any impact on my very moderate acne I have noticed some water retentionbloating as well Im going to finish the month out but the side effects Ive experienced so far are not at all worth continuing to take this I am so tired on a daily basis that I can barely function due to the inability to sleep soundly even when taking a sleep aid
53850,Dronedarone,Atrial Fibrillation,Have taken Multaq  months Still have about  missed beats a minute Some weakness,4,6/24/2013,21,Have taken Multaq month Still missed beat minute Some weakness,negative,0,2,5,4,5,4.5,0,1,0,Dronedarone-Have taken Multaq  months Still have about  missed beats a minute Some weakness
53866,Dyrenium,Edema,Ive been suffering from extreme edema since  Ive been on a different diuretics since then and have used in a combination Lasix amp  potassium and it has to help regulate the fluid retention without the Dyrenium my potassium levels drop to almost lethal level Obviously this is an improvement Side effects are not overtly noticeable due to the use of them with Lasix Usual dry mouth cramping of back amp legs weakness  I would rate it higher but it is very expensive,8,3/26/2014,12,Ive suffering extreme edema since Ive different diuretic since used combination Lasix amp potassium help regulate fluid retention without Dyrenium potassium level drop almost lethal level Obviously improvement Side effect overtly noticeable due use Lasix Usual dry mouth cramping back amp leg weakness I would rate higher expensive,negative,-0.096666667,4,5,8,5,6.5,0,1,0,Dyrenium-Ive been suffering from extreme edema since  Ive been on a different diuretics since then and have used in a combination Lasix amp  potassium and it has to help regulate the fluid retention without the Dyrenium my potassium levels drop to almost lethal level Obviously this is an improvement Side effects are not overtly noticeable due to the use of them with Lasix Usual dry mouth cramping of back amp legs weakness  I would rate it higher but it is very expensive
53876,Immune globulin subcutaneous,Primary Immunodeficiency Syndrome," years at home has been a relief for me Needle area sites takes about  hours to disappear  grams per week of Hizentra keeps my level normal and I have not had any infections or illness The cream is applied  minutes
before the needles and very smooth going in",7,7/20/2013,12,year home relief Needle area site take hour disappear gram per week Hizentra keep level normal I infection illness The cream applied minute needle smooth going,negative,0.335,4,7,7,7,7,0,1,0,"Immune globulin subcutaneous- years at home has been a relief for me Needle area sites takes about  hours to disappear  grams per week of Hizentra keeps my level normal and I have not had any infections or illness The cream is applied  minutes
before the needles and very smooth going in"
53887,Olysio,Hepatitis C,Great Cleared Hep C genotype a with twelve weeks of treatments in combination with Sofosbuvir  A miracle,10,10/18/2014,9,Great Cleared Hep C genotype twelve week treatment combination Sofosbuvir A miracle,positive,0.8,5,9,10,9,9.5,1,1,1,Olysio-Great Cleared Hep C genotype a with twelve weeks of treatments in combination with Sofosbuvir  A miracle
53891,Questran Light,Crohn's Disease,For me Questran is fantastic  Without it I would be too ill to leave the house,10,3/23/2009,55,For Questran fantastic Without I would ill leave house,positive,-0.05,5,5,10,5,7.5,1,1,1,Questran Light-For me Questran is fantastic  Without it I would be too ill to leave the house
53892,Acetaminophen / aspirin,Pain,So glad we tried it at my husbands suggestion My neck and shoulders have hurt for  weeks Bought some today and did not have pain in about an hour Needed to take twice,9,8/29/2010,6,So glad tried husband suggestion My neck shoulder hurt week Bought today pain hour Needed take twice,positive,0.5,5,7,9,7,8,1,1,1,Acetaminophen / aspirin-So glad we tried it at my husbands suggestion My neck and shoulders have hurt for  weeks Bought some today and did not have pain in about an hour Needed to take twice
53897,Fluocinolone,Atopic Dermatitis,Exceptionally good product to relieve mild dermatitis symptoms It has come in  part a large bottle of liquid and a capsule of the active ingredient If you are not going to use the product immediately tell the pharmacist to NOT mix the products for you The solution is good only for  months from the date of mixing,10,6/14/2012,9,Exceptionally good product relieve mild dermatitis symptom It come part large bottle liquid capsule active ingredient If going use product immediately tell pharmacist NOT mix product The solution good month date mixing,positive,0.302380952,5,6,10,6,8,1,1,1,Fluocinolone-Exceptionally good product to relieve mild dermatitis symptoms It has come in  part a large bottle of liquid and a capsule of the active ingredient If you are not going to use the product immediately tell the pharmacist to NOT mix the products for you The solution is good only for  months from the date of mixing
53924,Macrodantin,Prevention of Bladder infection,Pills are very small and easy to swallow I have no side effects from this medication I use it to prevent serious urinary tract and bladder infections I take it after sexual intercourse and it does prevent UTIs for me I wouldnt want to live without this medication,10,3/27/2008,116,Pills small easy swallow I side effect medication I use prevent serious urinary tract bladder infection I take sexual intercourse prevent UTIs I wouldnt want live without medication,positive,0.082272727,5,5,10,5,7.5,1,1,1,Macrodantin-Pills are very small and easy to swallow I have no side effects from this medication I use it to prevent serious urinary tract and bladder infections I take it after sexual intercourse and it does prevent UTIs for me I wouldnt want to live without this medication
54076,Ritalin,Narcolepsy,I have been taking Ritalin for my narcolepsy for almost three years now It helps significantly and without it I dont think I would be able to work or function However my dosage has needed to be increased as it seems my body is getting used to it Its also a great alternative to Provigil because it does not interact with birth control pills as Provigil does,8,1/5/2012,49,I taking Ritalin narcolepsy almost three year It help significantly without I dont think I would able work function However dosage needed increased seems body getting used Its also great alternative Provigil interact birth control pill Provigil,positive,0.558333333,4,8,8,8,8,1,1,1,Ritalin-I have been taking Ritalin for my narcolepsy for almost three years now It helps significantly and without it I dont think I would be able to work or function However my dosage has needed to be increased as it seems my body is getting used to it Its also a great alternative to Provigil because it does not interact with birth control pills as Provigil does
54138,Zaroxolyn,Edema,I had massive amount of fluid retention and I lost  pounds in  days   pill a day taken with my Lasix  it worked great for me and Im very happy with the results  thanks to my new doctor  it got rid of a lot of fluid that was inside of me and I thank God he gave then to me  that is the only thing that worked for me  Now Im  pounds lighter thanks to that lil small pill ,10,9/17/2015,14,I massive amount fluid retention I lost pound day pill day taken Lasix worked great Im happy result thanks new doctor got rid lot fluid inside I thank God gave thing worked Now Im pound lighter thanks lil small pill,positive,0.208636364,5,6,10,6,8,1,1,1,Zaroxolyn-I had massive amount of fluid retention and I lost  pounds in  days   pill a day taken with my Lasix  it worked great for me and Im very happy with the results  thanks to my new doctor  it got rid of a lot of fluid that was inside of me and I thank God he gave then to me  that is the only thing that worked for me  Now Im  pounds lighter thanks to that lil small pill 
54146,Vibramycin,Bronchitis,Was prescribed doxycycline hcl for bronchitis Have been taking for  days now and no change in symptoms I still cough so hard my head throbs so bad I want to pull it off  My daughter was just diagnosed with viral pneumonia in both lobes of her Right lung so maybe I dont actually have bronchitis,1,1/12/2011,47,Was prescribed doxycycline hcl bronchitis Have taking day change symptom I still cough hard head throb bad I want pull My daughter diagnosed viral pneumonia lobe Right lung maybe I dont actually bronchitis,negative,-0.176488095,1,4,1,4,2.5,0,1,0,Vibramycin-Was prescribed doxycycline hcl for bronchitis Have been taking for  days now and no change in symptoms I still cough so hard my head throbs so bad I want to pull it off  My daughter was just diagnosed with viral pneumonia in both lobes of her Right lung so maybe I dont actually have bronchitis
54152,Naloxegol,Opioid-Induced Constipation,"Frankly Irsquom surprised by the bad reviews My constipation is severe It at one point sent me to the emergency room Reason A stimulant laxative Never again I have never been a ldquo pill is too much girlrdquo Movantik doesnrsquot overwhelm my body 
My husband lost his mother to a burst bowel so he is especially concerned Never was a ldquopoop a day girlrdquo either Having found Movantik is why Irsquom breathing a sigh of relief If I can ever get off the opioids it will be a happy day But until then I thank the Movantic developers True I on occasion will take a nausea pill but I did that before Movantik Now you canrsquot pry it from my cold dead hands It helps me and our piece of mind to have Movantik assist me",9,11/17/2017,1,Frankly Irsquom surprised bad review My constipation severe It one point sent emergency room Reason A stimulant laxative Never I never ldquo pill much girlrdquo Movantik doesnrsquot overwhelm body My husband lost mother burst bowel especially concerned Never ldquopoop day girlrdquo either Having found Movantik Irsquom breathing sigh relief If I ever get opioids happy day But I thank Movantic developer True I occasion take nausea pill I Movantik Now canrsquot pry cold dead hand It help piece mind Movantik assist,positive,-0.00625,5,5,9,5,7,1,1,1,"Naloxegol-Frankly Irsquom surprised by the bad reviews My constipation is severe It at one point sent me to the emergency room Reason A stimulant laxative Never again I have never been a ldquo pill is too much girlrdquo Movantik doesnrsquot overwhelm my body 
My husband lost his mother to a burst bowel so he is especially concerned Never was a ldquopoop a day girlrdquo either Having found Movantik is why Irsquom breathing a sigh of relief If I can ever get off the opioids it will be a happy day But until then I thank the Movantic developers True I on occasion will take a nausea pill but I did that before Movantik Now you canrsquot pry it from my cold dead hands It helps me and our piece of mind to have Movantik assist me"
54303,Slo-Niacin,High Cholesterol,My doctor wanted me to take statins with  cholesterol  I didnt want to  yrs old  She then suggested  mg of SloNiacin twice a day with a baby aspirin  I started it but in a few days I was terribly constipated  I backed off to once a day which helped  Then I started taking potassium iodine kelp and the constipation problem is completely solved  better than ever as Ive always been constipated  probably slow thyroid  Anyway when I was taking the two SloNiacins a day I felt  years younger  Going up a flight of stairs felt like walking on a flat surface  Now one a day so I only feel  years younger  I went on a hike yesterday where I walked on a steep path for  min and it was like flat again  ,9,3/28/2013,49,My doctor wanted take statin cholesterol I didnt want yr old She suggested mg SloNiacin twice day baby aspirin I started day I terribly constipated I backed day helped Then I started taking potassium iodine kelp constipation problem completely solved better ever Ive always constipated probably slow thyroid Anyway I taking two SloNiacins day I felt year younger Going flight stair felt like walking flat surface Now one day I feel year younger I went hike yesterday I walked steep path min like flat,positive,-0.077272727,5,5,7.5,6,6.75,2,2,1,Slo-Niacin-My doctor wanted me to take statins with  cholesterol  I didnt want to  yrs old  She then suggested  mg of SloNiacin twice a day with a baby aspirin  I started it but in a few days I was terribly constipated  I backed off to once a day which helped  Then I started taking potassium iodine kelp and the constipation problem is completely solved  better than ever as Ive always been constipated  probably slow thyroid  Anyway when I was taking the two SloNiacins a day I felt  years younger  Going up a flight of stairs felt like walking on a flat surface  Now one a day so I only feel  years younger  I went on a hike yesterday where I walked on a steep path for  min and it was like flat again  
54306,Prodrin,Headache,I have tried every over the counter medicine and nothing worked My Dr even prescribed me mg ibuprofen and that didnt work either I got a migraine so bad that I had to be taken to the ER after numerous tests and head scan the Dr told me to try Prodrin It was amazing that after only  mins of taking only  pill the headache was gone I recommend that anyone who suffers from severe migraine and or tension headaches should talk to their Dr about getting this medicine It works wonders and I personally didnt experience any side effects,8,4/25/2012,10,I tried every counter medicine nothing worked My Dr even prescribed mg ibuprofen didnt work either I got migraine bad I taken ER numerous test head scan Dr told try Prodrin It amazing min taking pill headache gone I recommend anyone suffers severe migraine tension headache talk Dr getting medicine It work wonder I personally didnt experience side effect,negative,-0.1,4,5,8,5,6.5,0,1,0,Prodrin-I have tried every over the counter medicine and nothing worked My Dr even prescribed me mg ibuprofen and that didnt work either I got a migraine so bad that I had to be taken to the ER after numerous tests and head scan the Dr told me to try Prodrin It was amazing that after only  mins of taking only  pill the headache was gone I recommend that anyone who suffers from severe migraine and or tension headaches should talk to their Dr about getting this medicine It works wonders and I personally didnt experience any side effects
54336,Colcrys,"Gout, Acute","I get flare ups of gout almost always in the largest toe joint sometimes often and then not for months  But I ALWAYS have an  pill series of Colcrys with me  I dont travel ANYWHERE without it and my indomethicin   pills the st day then one a day for  days  The pain is better after the st pill less the second day and usually I can put a shoe on walk and drive on day 

I suffered for years before I found out about colcrys and spent many attacks in horrible pain in the military where all I could do was lace up my combat boots and soldier on  I tried the quothome remediesquot with NO relief",9,9/11/2017,3,I get flare ups gout almost always largest toe joint sometimes often month But I ALWAYS pill series Colcrys I dont travel ANYWHERE without indomethicin pill st day one day day The pain better st pill le second day usually I put shoe walk drive day I suffered year I found colcrys spent many attack horrible pain military I could lace combat boot soldier I tried quothome remediesquot NO relief,negative,-0.077083333,5,5,9,5,7,0,1,0,"Colcrys-I get flare ups of gout almost always in the largest toe joint sometimes often and then not for months  But I ALWAYS have an  pill series of Colcrys with me  I dont travel ANYWHERE without it and my indomethicin   pills the st day then one a day for  days  The pain is better after the st pill less the second day and usually I can put a shoe on walk and drive on day 

I suffered for years before I found out about colcrys and spent many attacks in horrible pain in the military where all I could do was lace up my combat boots and soldier on  I tried the quothome remediesquot with NO relief"
54827,Bupropion / naltrexone,Weight Loss,Well just have start by saying so far so good  I have read other comments and was scared to start this but it is day  and I feel great  I had no side effects since I told my doctor that I binge eat at night she advised to take the pill around  PM   o clock came around and I had no desire to look for a snack or have a cup of coffee  I started to pack my kids lunches and didnt touch a snack which was something I always did  I had Gastric Bypass in  starting weight was  got down to  at my lowest which was great since Im  and at my lowest I wore a size   I saw the doctor because I started gaining weight and presently are up to  lbs  I refuse to gain it all back  I will get write again in a week  Good Luck,9,2/16/2017,30,Well start saying far good I read comment scared start day I feel great I side effect since I told doctor I binge eat night advised take pill around PM clock came around I desire look snack cup coffee I started pack kid lunch didnt touch snack something I always I Gastric Bypass starting weight got lowest great since Im lowest I wore size I saw doctor I started gaining weight presently lb I refuse gain back I get write week Good Luck,positive,0.281944444,5,6,7,6,6.5,4,4,1,Bupropion / naltrexone-Well just have start by saying so far so good  I have read other comments and was scared to start this but it is day  and I feel great  I had no side effects since I told my doctor that I binge eat at night she advised to take the pill around  PM   o clock came around and I had no desire to look for a snack or have a cup of coffee  I started to pack my kids lunches and didnt touch a snack which was something I always did  I had Gastric Bypass in  starting weight was  got down to  at my lowest which was great since Im  and at my lowest I wore a size   I saw the doctor because I started gaining weight and presently are up to  lbs  I refuse to gain it all back  I will get write again in a week  Good Luck
55511,Hizentra,Primary Immunodeficiency Syndrome,I have had  treatments My goal is not to have bronchitis sinusitis or pneumonia repeatedly For  hours post rxmy abdomen is hot pink swollen and painful I I then feel fantastic for  days and then my malaise gradually kicks back in I had a   monthquot  virusquot  at age  I was unable to walk for more than a few feet at a a time I have never felt good since Life was not what it should have been My  quot awesomequot days are well worth all the downsides of this rx ONLY regret is that I could have had it sooner I am so thankful for this medication,7,10/21/2015,7,I treatment My goal bronchitis sinusitis pneumonia repeatedly For hour post rxmy abdomen hot pink swollen painful I I feel fantastic day malaise gradually kick back I monthquot virusquot age I unable walk foot time I never felt good since Life My quot awesomequot day well worth downside rx ONLY regret I could sooner I thankful medication,positive,0.059090909,4,5,7,5,6,1,1,1,Hizentra-I have had  treatments My goal is not to have bronchitis sinusitis or pneumonia repeatedly For  hours post rxmy abdomen is hot pink swollen and painful I I then feel fantastic for  days and then my malaise gradually kicks back in I had a   monthquot  virusquot  at age  I was unable to walk for more than a few feet at a a time I have never felt good since Life was not what it should have been My  quot awesomequot days are well worth all the downsides of this rx ONLY regret is that I could have had it sooner I am so thankful for this medication
55535,Dabigatran,Prevention of Thromboembolism in Atrial Fibrillation,Have been on Pradaxa for  months like it a lot better then Coumadin  Taking it because of going into atrial fibrillation after lung surgery  years ago I was put on Coumadin and told not to eat leafy greens When you have had lung cancer youre supposed to eat leafy greens  They couldnt control the highs and lows I had with Coumadin  My only side effect is a burning feeling in my left knee to my foot but not sure it is related and am having tests done next month for circulation,9,12/28/2011,13,Have Pradaxa month like lot better Coumadin Taking going atrial fibrillation lung surgery year ago I put Coumadin told eat leafy green When lung cancer youre supposed eat leafy green They couldnt control high low I Coumadin My side effect burning feeling left knee foot sure related test done next month circulation,negative,0.041666667,5,5,9.5,5.5,7.5,0,2,0,Dabigatran-Have been on Pradaxa for  months like it a lot better then Coumadin  Taking it because of going into atrial fibrillation after lung surgery  years ago I was put on Coumadin and told not to eat leafy greens When you have had lung cancer youre supposed to eat leafy greens  They couldnt control the highs and lows I had with Coumadin  My only side effect is a burning feeling in my left knee to my foot but not sure it is related and am having tests done next month for circulation
55607,Dextrostat,Narcolepsy,This gave me the ability to match what I take with my activities at  mg X  times a day Days when I dont work or drive I often dont take any Otherwise if I know I dont have a meeting or have to grade papers in the evening I just take in the morning and at noon  mg This was much better for me than the time release variety which always kept me awake throughout the night,8,2/9/2012,20,This gave ability match I take activity mg X time day Days I dont work drive I often dont take Otherwise I know I dont meeting grade paper evening I take morning noon mg This much better time release variety always kept awake throughout night,positive,0.5,4,7,8,7,7.5,1,1,1,Dextrostat-This gave me the ability to match what I take with my activities at  mg X  times a day Days when I dont work or drive I often dont take any Otherwise if I know I dont have a meeting or have to grade papers in the evening I just take in the morning and at noon  mg This was much better for me than the time release variety which always kept me awake throughout the night
55827,Effexor,Bipolar Disorde,If I was not on Effexor in combination with Lithium amp Seroquel truthfully I would not be here to write this  With investigation by my psychiatrist into  my medical records we identified I have been bipolar for  years  Many of them I was not treated even though I spent three different times in a quotmentalquot facility  The only identification for me was that I was a difficult and troubled person  When I finally met the psychiatrist I have today with his help and his innate understanding of what bipolar is it only took  or  different prescriptions to finally arrive at Effexor giving me the best overall help  As I mentioned earlier this prescription has truly been a life saver  No bothersome side effects,10,2/5/2013,79,If I Effexor combination Lithium amp Seroquel truthfully I would write With investigation psychiatrist medical record identified I bipolar year Many I treated even though I spent three different time quotmentalquot facility The identification I difficult troubled person When I finally met psychiatrist I today help innate understanding bipolar took different prescription finally arrive Effexor giving best overall help As I mentioned earlier prescription truly life saver No bothersome side effect,positive,0.06,5,5,10,5,7.5,1,1,1,Effexor-If I was not on Effexor in combination with Lithium amp Seroquel truthfully I would not be here to write this  With investigation by my psychiatrist into  my medical records we identified I have been bipolar for  years  Many of them I was not treated even though I spent three different times in a quotmentalquot facility  The only identification for me was that I was a difficult and troubled person  When I finally met the psychiatrist I have today with his help and his innate understanding of what bipolar is it only took  or  different prescriptions to finally arrive at Effexor giving me the best overall help  As I mentioned earlier this prescription has truly been a life saver  No bothersome side effects
56193,Humira,Psoriatic Arthritis,"I really like this medication It helps me with PSA and psoriasis and makes me feel like normal again
The only think I have to complain about is about  days before my next injection I can feel the medication has left my body so it doesnt last  the full  weeks its supposed to",10,5/21/2017,4,I really like medication It help PSA psoriasis make feel like normal The think I complain day next injection I feel medication left body doesnt last full week supposed,positive,0.1,5,5,10,5,7.5,1,1,1,"Humira-I really like this medication It helps me with PSA and psoriasis and makes me feel like normal again
The only think I have to complain about is about  days before my next injection I can feel the medication has left my body so it doesnt last  the full  weeks its supposed to"
56527,Lotrel,High Blood Pressure,Lower blood pressure and improved cardiovascular health with no side effects at all,10,9/28/2017,0,Lower blood pressure improved cardiovascular health side effect,negative,0,5,5,10,5,7.5,0,1,0,Lotrel-Lower blood pressure and improved cardiovascular health with no side effects at all
56662,Elavil,Anxiety and Stress,Ive only been on Elavil mg since last night and I slept all the way through the night and woke up not so tired this morning I was on mg at first but didnt work then up to mg and that didnt work Now I am trying this dose and I feel so much better I hope it continues to work for me at this dose I took it about five hours before bedtime and I felt tired and went to bed five hours later after taking it at pm,7,12/3/2010,93,Ive Elavil mg since last night I slept way night woke tired morning I mg first didnt work mg didnt work Now I trying dose I feel much better I hope continues work dose I took five hour bedtime I felt tired went bed five hour later taking pm,positive,-0.007142857,4,5,7,5,6,1,1,1,Elavil-Ive only been on Elavil mg since last night and I slept all the way through the night and woke up not so tired this morning I was on mg at first but didnt work then up to mg and that didnt work Now I am trying this dose and I feel so much better I hope it continues to work for me at this dose I took it about five hours before bedtime and I felt tired and went to bed five hours later after taking it at pm
56849,Meclizine,Vertig,I have inner ear damage because of shingles and the medicine has always helped when vertigo has suddenly been a problem A little drowsiness but even that disappears within twenty minutes VERY effective,9,7/22/2009,46,I inner ear damage shingle medicine always helped vertigo suddenly problem A little drowsiness even disappears within twenty minute VERY effective,positive,0.148125,5,6,5.5,5.5,5.5,2,2,1,Meclizine-I have inner ear damage because of shingles and the medicine has always helped when vertigo has suddenly been a problem A little drowsiness but even that disappears within twenty minutes VERY effective
56871,Benztropine,Extrapyramidal Reaction,I was prescribed mg  days ago to help with side effects I was having since increasing my Abilify to mg a day The first day I could tell my restlessness and agitation had decreased by about  Today is the nd day and I feel even better Now I feel like the Abilify is actually working I did not give  stars because Ive had two side effects dry mouth and blurry vision Im hoping as my body gets used to this medicine those side effects will dissipate,9,5/6/2016,7,I prescribed mg day ago help side effect I since increasing Abilify mg day The first day I could tell restlessness agitation decreased Today nd day I feel even better Now I feel like Abilify actually working I give star Ive two side effect dry mouth blurry vision Im hoping body get used medicine side effect dissipate,positive,0.056666667,5,5,9,5,7,1,1,1,Benztropine-I was prescribed mg  days ago to help with side effects I was having since increasing my Abilify to mg a day The first day I could tell my restlessness and agitation had decreased by about  Today is the nd day and I feel even better Now I feel like the Abilify is actually working I did not give  stars because Ive had two side effects dry mouth and blurry vision Im hoping as my body gets used to this medicine those side effects will dissipate
56921,Ranitidine,GERD,works well good option vs proton pump inhibitors,8,10/17/2015,29,work well good option v proton pump inhibitor,positive,0.7,4,8,8,8,8,1,1,1,Ranitidine-works well good option vs proton pump inhibitors
57003,Saliva substitutes,Xerostomia,I was prescribed NeutraSal by my Rheumatologist  I am able to get through the day without having a dry mouth which made it hard for me to enjoy eating,10,7/27/2012,52,I prescribed NeutraSal Rheumatologist I able get day without dry mouth made hard enjoy eating,positive,0.135416667,5,6,10,6,8,1,1,1,Saliva substitutes-I was prescribed NeutraSal by my Rheumatologist  I am able to get through the day without having a dry mouth which made it hard for me to enjoy eating
57085,Tums Regular Strength,Stomach Ulce,Tums worked great for me When I take it I immediately feel better It lasts for a long time too,9,4/5/2012,21,Tums worked great When I take I immediately feel better It last long time,positive,0.416666667,5,7,9,7,8,1,1,1,Tums Regular Strength-Tums worked great for me When I take it I immediately feel better It lasts for a long time too
57137,MiraLax,"Constipation, Acute",I had been suffering from severe constipation that couldnt be cured even with laxatives for  weeks until my doctor recommended Miralax I took it with no real progress for  days but on the th day I finally started having normal bowel movements I did not experience any side effects whatsoever as you do with laxatives No diarrhea gas bloating sudden urgency etc I finally had complete relief Also I mixed Miralax with cranberry juice It had virtually no taste and dissolves completely I highly recommend this to anyone suffering from constipation,10,6/13/2011,142,I suffering severe constipation couldnt cured even laxative week doctor recommended Miralax I took real progress day th day I finally started normal bowel movement I experience side effect whatsoever laxative No diarrhea gas bloating sudden urgency etc I finally complete relief Also I mixed Miralax cranberry juice It virtually taste dissolve completely I highly recommend anyone suffering constipation,negative,0.03875,5,5,10,5,7.5,0,1,0,MiraLax-I had been suffering from severe constipation that couldnt be cured even with laxatives for  weeks until my doctor recommended Miralax I took it with no real progress for  days but on the th day I finally started having normal bowel movements I did not experience any side effects whatsoever as you do with laxatives No diarrhea gas bloating sudden urgency etc I finally had complete relief Also I mixed Miralax with cranberry juice It had virtually no taste and dissolves completely I highly recommend this to anyone suffering from constipation
57159,Zenpep,Chronic Pancreatitis,Zenpep works great for me however the cost of the pills are ridiculous ,10,4/3/2012,48,Zenpep work great however cost pill ridiculous,positive,0.233333333,5,6,10,6,8,1,1,1,Zenpep-Zenpep works great for me however the cost of the pills are ridiculous 
57177,Trilipix,High Cholesterol,Trilipix greatly reduced my trigycerides when added to the Lipitor and Zetia that I was previous prescribed  No side effects from the Trilipix,10,8/4/2009,31,Trilipix greatly reduced trigycerides added Lipitor Zetia I previous prescribed No side effect Trilipix,negative,0.316666667,5,6,10,6,8,0,1,0,Trilipix-Trilipix greatly reduced my trigycerides when added to the Lipitor and Zetia that I was previous prescribed  No side effects from the Trilipix
57184,Ventolin,"Asthma, Maintenance",Helps control allergy related inflammation of my throat and related airway Ventolin pump seems to work better than others in delivering medication deep into throat area,9,5/17/2016,5,Helps control allergy related inflammation throat related airway Ventolin pump seems work better others delivering medication deep throat area,positive,0.125,5,6,9,6,7.5,1,1,1,Ventolin-Helps control allergy related inflammation of my throat and related airway Ventolin pump seems to work better than others in delivering medication deep into throat area
57196,Vandazole,Bacterial Vaginitis,Works well,9,8/13/2009,25,Works well,positive,0,5,5,9,5,7,1,1,1,Vandazole-Works well
57199,Erythrocin,Strep Throat,I am a skeptic on taking new medicine but this medicine worked great for my strep throat and I had it very bad,10,12/2/2011,29,I skeptic taking new medicine medicine worked great strep throat I bad,neutral,0.008787879,5,5,5.5,5,5.25,0,2,0,Erythrocin-I am a skeptic on taking new medicine but this medicine worked great for my strep throat and I had it very bad
57208,Asmanex Twisthaler,"Asthma, Maintenance",I love this once a day use and have been sick less since on this medicine I love it have not had to use my rescue inhaler as much and in  years only  ER visits and only a couple of attacks instead of weekly,10,6/26/2011,16,I love day use sick le since medicine I love use rescue inhaler much year ER visit couple attack instead weekly,positive,0.045578231,5,5,10,5,7.5,1,1,1,Asmanex Twisthaler-I love this once a day use and have been sick less since on this medicine I love it have not had to use my rescue inhaler as much and in  years only  ER visits and only a couple of attacks instead of weekly
